5, 0.000000
10, 0.060000
15, 0.060000
20, 0.120000
25, 0.140000
30, 0.060000
35, 0.060000
40, 0.180000
45, 0.200000
50, 0.100000
55, 0.140000
60, 0.200000
65, 0.160000
70, 0.100000
75, 0.360000
80, 0.180000
85, 0.220000
90, 0.160000
95, 0.320000
100, 0.260000
105, 0.340000
110, 0.260000
115, 0.380000
120, 0.380000
125, 0.540000
130, 0.360000
135, 0.340000
140, 0.260000
145, 0.460000
150, 0.400000
155, 0.440000
160, 0.340000
165, 0.460000
170, 0.520000
175, 0.540000
180, 0.400000
185, 0.600000
190, 0.520000
195, 0.480000
200, 0.300000
205, 0.500000
210, 0.540000
215, 0.520000
220, 0.500000
225, 0.480000
230, 0.560000
235, 0.360000
240, 0.520000
245, 0.620000
250, 0.580000
255, 0.580000
260, 0.540000
265, 0.640000
270, 0.640000
275, 0.700000
280, 0.600000
285, 0.580000
290, 0.640000
295, 0.620000
300, 0.680000
305, 0.780000
310, 0.560000
315, 0.620000
320, 0.700000
325, 0.740000
330, 0.760000
335, 0.640000
340, 0.660000
345, 0.760000
350, 0.720000
355, 0.640000
360, 0.640000
365, 0.640000
370, 0.620000
375, 0.620000
380, 0.720000
385, 0.720000
390, 0.820000
395, 0.680000
400, 0.760000
405, 0.880000
410, 0.660000
415, 0.860000
420, 0.820000
425, 0.740000
430, 0.740000
435, 0.840000
440, 0.780000
445, 0.700000
450, 0.780000
455, 0.800000
460, 0.820000
465, 0.840000
470, 0.860000
475, 0.840000
480, 0.800000
485, 0.800000
490, 0.820000
495, 0.760000
500, 0.780000
