5, 0.040000
10, 0.020000
15, 0.060000
20, 0.040000
25, 0.040000
30, 0.140000
35, 0.120000
40, 0.100000
45, 0.180000
50, 0.140000
55, 0.180000
60, 0.060000
65, 0.240000
70, 0.160000
75, 0.280000
80, 0.240000
85, 0.320000
90, 0.180000
95, 0.300000
100, 0.260000
105, 0.260000
110, 0.380000
115, 0.300000
120, 0.300000
125, 0.280000
130, 0.400000
135, 0.340000
140, 0.360000
145, 0.460000
150, 0.420000
155, 0.440000
160, 0.480000
165, 0.480000
170, 0.380000
175, 0.380000
180, 0.480000
185, 0.420000
190, 0.620000
195, 0.600000
200, 0.400000
205, 0.500000
210, 0.440000
215, 0.580000
220, 0.580000
225, 0.620000
230, 0.660000
235, 0.500000
240, 0.460000
245, 0.500000
250, 0.720000
255, 0.540000
260, 0.620000
265, 0.660000
270, 0.560000
275, 0.600000
280, 0.760000
285, 0.760000
290, 0.720000
295, 0.600000
300, 0.580000
305, 0.660000
310, 0.580000
315, 0.740000
320, 0.700000
325, 0.740000
330, 0.700000
335, 0.620000
340, 0.600000
345, 0.840000
350, 0.720000
355, 0.700000
360, 0.740000
365, 0.800000
370, 0.680000
375, 0.760000
380, 0.720000
385, 0.720000
390, 0.640000
395, 0.740000
400, 0.780000
405, 0.820000
410, 0.760000
415, 0.760000
420, 0.760000
425, 0.800000
430, 0.820000
435, 0.800000
440, 0.900000
445, 0.880000
450, 0.780000
455, 0.820000
460, 0.920000
465, 0.840000
470, 0.780000
475, 0.800000
480, 0.700000
485, 0.880000
490, 0.820000
495, 0.960000
500, 0.800000
